trackName;artistName;endTime;msPlayed;TrackID;Popularity;msDuration;Release_day;Uri;Acousticness;Danceability;Energy;Speechiness;Instrumentalness;Liveness;Valence;Loudeness;Tempo;Time_signature;Key;Mode;uri2;id2
La Notte Vola - RMX (feat. Lorella Cuccarini);Olly;14/03/2024 17:58;142714;7MXfWsAPAFvAuUWid9UxU0;51;142714;10/02/2023;spotify:track:7MXfWsAPAFvAuUWid9UxU0;0.232;0.645;0.708;0.173;0.0;0.0949;0.593;-6.324;139.979;4;1;1;spotify:track:7MXfWsAPAFvAuUWid9UxU0;7MXfWsAPAFvAuUWid9UxU0
A Squarciagola;Olly;14/03/2024 17:56;184022;1broDLBCr9ZXrMW3RjLa5J;56;184022;03/11/2023;spotify:track:1broDLBCr9ZXrMW3RjLa5J;0.205;0.554;0.709;0.0508;0.0;0.359;0.454;-6.338;90.037;4;2;1;spotify:track:1broDLBCr9ZXrMW3RjLa5J;1broDLBCr9ZXrMW3RjLa5J
La Notte Vola - RMX (feat. Lorella Cuccarini);Olly;14/03/2024 17:53;142714;7MXfWsAPAFvAuUWid9UxU0;51;142714;10/02/2023;spotify:track:7MXfWsAPAFvAuUWid9UxU0;0.232;0.645;0.708;0.173;0.0;0.0949;0.593;-6.324;139.979;4;1;1;spotify:track:7MXfWsAPAFvAuUWid9UxU0;7MXfWsAPAFvAuUWid9UxU0
Tutto con te;Olly;14/03/2024 17:53;7857;7lT1FcTvo0yrfpQD2Vs2XR;51;158400;10/02/2023;spotify:track:7lT1FcTvo0yrfpQD2Vs2XR;0.276;0.554;0.66;0.165;0.0;0.159;0.863;-6.694;150.065;4;8;1;spotify:track:7lT1FcTvo0yrfpQD2Vs2XR;7lT1FcTvo0yrfpQD2Vs2XR
Devastante;Olly;14/03/2024 17:50;190122;01XexSX2HDgVDxnnHEBblB;74;190122;08/03/2024;spotify:track:01XexSX2HDgVDxnnHEBblB;0.599;0.668;0.549;0.12;0.0;0.149;0.386;-8.024;115.958;4;3;1;spotify:track:01XexSX2HDgVDxnnHEBblB;01XexSX2HDgVDxnnHEBblB
Devastante;Olly;14/03/2024 17:50;12823;01XexSX2HDgVDxnnHEBblB;74;190122;08/03/2024;spotify:track:01XexSX2HDgVDxnnHEBblB;0.599;0.668;0.549;0.12;0.0;0.149;0.386;-8.024;115.958;4;3;1;spotify:track:01XexSX2HDgVDxnnHEBblB;01XexSX2HDgVDxnnHEBblB
Devastante;Olly;14/03/2024 17:47;372437;01XexSX2HDgVDxnnHEBblB;74;190122;08/03/2024;spotify:track:01XexSX2HDgVDxnnHEBblB;0.599;0.668;0.549;0.12;0.0;0.149;0.386;-8.024;115.958;4;3;1;spotify:track:01XexSX2HDgVDxnnHEBblB;01XexSX2HDgVDxnnHEBblB
Sunroof;Nicky Youre;13/03/2024 09:59;163025;5YqEzk3C5c3UZ1D5fJUlXA;83;163025;09/06/2023;spotify:track:5YqEzk3C5c3UZ1D5fJUlXA;0.352;0.768;0.714;0.0401;0.0;0.15;0.842;-5.11;131.443;4;10;1;spotify:track:5YqEzk3C5c3UZ1D5fJUlXA;5YqEzk3C5c3UZ1D5fJUlXA
Just the Way You Are;Bruno Mars;13/03/2024 09:57;220734;47Slg6LuqLaX0VodpSCvPt;80;220734;05/10/2010;spotify:track:47Slg6LuqLaX0VodpSCvPt;0.0134;0.635;0.841;0.0422;0.0;0.0622;0.424;-5.379;109.021;4;5;1;spotify:track:47Slg6LuqLaX0VodpSCvPt;47Slg6LuqLaX0VodpSCvPt
Lil Boo Thang;Paul Russell;13/03/2024 09:53;114233;0cVyQfDyRnMJ0V3rjjdlU3;83;114233;18/08/2023;spotify:track:0cVyQfDyRnMJ0V3rjjdlU3;0.152;0.85;0.699;0.0776;0.0;0.32;0.915;-3.292;114.481;4;0;1;spotify:track:0cVyQfDyRnMJ0V3rjjdlU3;0cVyQfDyRnMJ0V3rjjdlU3
Dance The Night - From Barbie The Album;Dua Lipa;13/03/2024 09:51;176579;1vYXt7VSjH9JIM5oRRo7vA;87;176579;25/05/2023;spotify:track:1vYXt7VSjH9JIM5oRRo7vA;0.0207;0.671;0.845;0.048;0.0;0.329;0.775;-4.93;110.056;4;11;0;spotify:track:1vYXt7VSjH9JIM5oRRo7vA;1vYXt7VSjH9JIM5oRRo7vA
Flowers;Miley Cyrus;13/03/2024 09:45;200600;7DSAEUvxU8FajXtRloy8M0;91;200600;18/08/2023;spotify:track:7DSAEUvxU8FajXtRloy8M0;0.0584;0.706;0.691;0.0633;6.99e-05;0.0232;0.632;-4.775;118.048;4;0;1;spotify:track:7DSAEUvxU8FajXtRloy8M0;7DSAEUvxU8FajXtRloy8M0
Stronger (What Doesn't Kill You);Kelly Clarkson;13/03/2024 09:42;221946;1nInOsHbtotAmEOQhtvnzP;76;221946;24/10/2011;spotify:track:1nInOsHbtotAmEOQhtvnzP;0.046;0.562;0.939;0.0475;0.0;0.112;0.684;-4.282;116.044;4;0;1;spotify:track:1nInOsHbtotAmEOQhtvnzP;1nInOsHbtotAmEOQhtvnzP
Hall of Fame (feat. will.i.am);The Script;13/03/2024 09:38;202533;7wMq5n8mYSKlQIGECKUgTX;83;202533;10/09/2012;spotify:track:7wMq5n8mYSKlQIGECKUgTX;0.0654;0.421;0.873;0.0564;0.0;0.123;0.629;-4.343;84.786;4;10;1;spotify:track:7wMq5n8mYSKlQIGECKUgTX;7wMq5n8mYSKlQIGECKUgTX
If We Ever Broke Up;Mae Stephens;13/03/2024 09:35;142758;6maTPqynTmrkWIralgGaoP;76;142758;10/02/2023;spotify:track:6maTPqynTmrkWIralgGaoP;0.587;0.898;0.734;0.0427;5.18e-06;0.0912;0.94;-4.028;115.948;4;7;1;spotify:track:6maTPqynTmrkWIralgGaoP;6maTPqynTmrkWIralgGaoP
On Top Of The World;Imagine Dragons;13/03/2024 09:32;192280;213x4gsFDm04hSqIUkg88w;78;192280;04/09/2012;spotify:track:213x4gsFDm04hSqIUkg88w;0.0841;0.63;0.924;0.145;3.56e-06;0.084;0.763;-5.589;100.045;4;0;1;spotify:track:213x4gsFDm04hSqIUkg88w;213x4gsFDm04hSqIUkg88w
Shut Up and Dance;WALK THE MOON;13/03/2024 09:29;199080;4kbj5MwxO1bq9wjT5g9HaA;86;199080;02/12/2014;spotify:track:4kbj5MwxO1bq9wjT5g9HaA;0.00701;0.578;0.866;0.0619;0.0;0.257;0.619;-3.804;128.038;4;1;1;spotify:track:4kbj5MwxO1bq9wjT5g9HaA;4kbj5MwxO1bq9wjT5g9HaA
Shake It Off;Taylor Swift;13/03/2024 09:26;219200;3pv7Q5v2dpdefwdWIvE7yH;76;219209;26/10/2023;spotify:track:3pv7Q5v2dpdefwdWIvE7yH;0.0112;0.632;0.805;0.069;2.51e-05;0.156;0.903;-5.707;160.052;4;7;1;spotify:track:3pv7Q5v2dpdefwdWIvE7yH;3pv7Q5v2dpdefwdWIvE7yH
Titanium (feat. Sia);David Guetta;13/03/2024 09:22;245040;0TDLuuLlV54CkRRUOahJb4;82;245040;07/12/2012;spotify:track:0TDLuuLlV54CkRRUOahJb4;0.0679;0.604;0.787;0.103;0.15;0.127;0.301;-3.674;126.062;4;0;0;spotify:track:0TDLuuLlV54CkRRUOahJb4;0TDLuuLlV54CkRRUOahJb4
Beauty And A Beat;Justin Bieber;13/03/2024 09:18;227986;6QFCMUUq1T2Vf5sFUXcuQ7;81;227986;01/01/2012;spotify:track:6QFCMUUq1T2Vf5sFUXcuQ7;0.000704;0.601;0.843;0.0593;5.27e-05;0.0681;0.534;-4.87;128.002;4;0;1;spotify:track:6QFCMUUq1T2Vf5sFUXcuQ7;6QFCMUUq1T2Vf5sFUXcuQ7
Cruel Summer;Taylor Swift;13/03/2024 09:14;178426;1BxfuPKGuaTgP7aM0Bbdwr;95;178426;23/08/2019;spotify:track:1BxfuPKGuaTgP7aM0Bbdwr;0.117;0.552;0.702;0.157;2.06e-05;0.105;0.564;-5.707;169.994;4;9;1;spotify:track:1BxfuPKGuaTgP7aM0Bbdwr;1BxfuPKGuaTgP7aM0Bbdwr
Geronimo;Sheppard;13/03/2024 09:11;218227;0qt5f5EL92o8Snzopsv0en;74;218227;12/01/2015;spotify:track:0qt5f5EL92o8Snzopsv0en;0.451;0.706;0.78;0.0795;0.00141;0.115;0.451;-6.267;142.029;4;7;1;spotify:track:0qt5f5EL92o8Snzopsv0en;0qt5f5EL92o8Snzopsv0en
I Got U;Duke Dumont;09/03/2024 13:41;285596;023H4I7HJnxRqsc9cqeFKV;70;285596;01/01/2014;spotify:track:023H4I7HJnxRqsc9cqeFKV;0.00377;0.636;0.761;0.035;0.00784;0.0851;0.463;-7.752;120.837;4;9;0;spotify:track:023H4I7HJnxRqsc9cqeFKV;023H4I7HJnxRqsc9cqeFKV
Bel Mercy;Jengi;09/03/2024 13:41;4173;1635wWSdp29PO3GxYhy991;70;169606;02/12/2022;spotify:track:1635wWSdp29PO3GxYhy991;0.401;0.949;0.736;0.0992;0.736;0.137;0.708;-6.17;127.016;4;1;1;spotify:track:1635wWSdp29PO3GxYhy991;1635wWSdp29PO3GxYhy991
Overdrive (feat. Norma Jean Martine);Ofenbach;09/03/2024 13:33;155905;3bK1zVFBKIzYjmptmI4NsJ;87;155905;06/10/2023;spotify:track:3bK1zVFBKIzYjmptmI4NsJ;0.00257;0.611;0.757;0.03;0.0;0.058;0.279;-3.546;126.963;4;6;1;spotify:track:3bK1zVFBKIzYjmptmI4NsJ;3bK1zVFBKIzYjmptmI4NsJ
Play Hard (feat. Ne-Yo & Akon);David Guetta;09/03/2024 13:30;2972;5YPMEOJ58kfl56VHxTgwx3;73;201000;07/12/2012;spotify:track:5YPMEOJ58kfl56VHxTgwx3;0.173;0.691;0.921;0.0533;0.0;0.331;0.8;-1.702;130.072;4;8;0;spotify:track:5YPMEOJ58kfl56VHxTgwx3;5YPMEOJ58kfl56VHxTgwx3
How Deep Is Your Love;Calvin Harris;09/03/2024 13:30;1671;22mek4IiqubGD9ctzxc69s;83;212640;17/07/2015;spotify:track:22mek4IiqubGD9ctzxc69s;0.0392;0.738;0.868;0.0731;0.00169;0.388;0.336;-4.373;122.003;4;11;0;spotify:track:22mek4IiqubGD9ctzxc69s;22mek4IiqubGD9ctzxc69s
Heroes (we could be);Alesso;09/03/2024 13:30;1787;3zU9rdflI65tK4dkkNSp77;72;210013;26/05/2015;spotify:track:3zU9rdflI65tK4dkkNSp77;0.0305;0.503;0.748;0.0619;0.0;0.343;0.356;-4.124;125.896;4;5;1;spotify:track:3zU9rdflI65tK4dkkNSp77;3zU9rdflI65tK4dkkNSp77
Crying On The Dancefloor;Sam Feldt;09/03/2024 13:30;2229;09rAJ1Q1NNJSaUKEW3X9P6;76;173008;17/03/2023;spotify:track:09rAJ1Q1NNJSaUKEW3X9P6;0.116;0.627;0.796;0.08;0.0;0.109;0.33;-5.192;125.99;4;10;1;spotify:track:09rAJ1Q1NNJSaUKEW3X9P6;09rAJ1Q1NNJSaUKEW3X9P6
Push Up - Main Edit;Creeds;09/03/2024 11:41;139300;3AjSfp5FDvwtMU9XBsbS8j;83;139300;31/03/2023;spotify:track:3AjSfp5FDvwtMU9XBsbS8j;0.209;0.767;0.83;0.206;0.836;0.0582;0.187;-8.78;75.023;4;7;1;spotify:track:3AjSfp5FDvwtMU9XBsbS8j;3AjSfp5FDvwtMU9XBsbS8j
Houdini;Dua Lipa;09/03/2024 11:39;1068;4OMJGnvZfDvsePyCwRGO7X;90;185917;09/11/2023;spotify:track:4OMJGnvZfDvsePyCwRGO7X;0.0036;0.744;0.789;0.059;0.00144;0.0947;0.866;-4.876;116.985;4;9;0;spotify:track:4OMJGnvZfDvsePyCwRGO7X;4OMJGnvZfDvsePyCwRGO7X
One in a Million;Bebe Rexha;09/03/2024 11:39;464;3YfGTvsTAWGC2lgoDOikUz;75;160529;04/08/2023;spotify:track:3YfGTvsTAWGC2lgoDOikUz;0.238;0.454;0.931;0.0321;0.000623;0.289;0.462;-4.083;137.945;4;11;1;spotify:track:3YfGTvsTAWGC2lgoDOikUz;3YfGTvsTAWGC2lgoDOikUz
I'm Good (Blue);David Guetta;09/03/2024 11:38;417;1LLmT2hZ415NaAz1cmZCBM;44;163000;29/09/2022;spotify:track:1LLmT2hZ415NaAz1cmZCBM;0.0545;0.642;0.927;0.03;0.000739;0.254;0.407;-4.207;128.074;4;7;0;spotify:track:1LLmT2hZ415NaAz1cmZCBM;1LLmT2hZ415NaAz1cmZCBM
REACT;Switch Disco;09/03/2024 11:38;14961;1UPHCP5YeVfele4DMbdGyi;75;201145;13/01/2023;spotify:track:1UPHCP5YeVfele4DMbdGyi;0.0329;0.737;0.899;0.0556;0.0;0.186;0.358;-3.189;125.992;4;6;0;spotify:track:1UPHCP5YeVfele4DMbdGyi;1UPHCP5YeVfele4DMbdGyi
Lean On (feat. MØ & DJ Snake);Major Lazer;09/03/2024 11:38;176561;2YWjW3wwQIBLNhxWKBQd16;82;176561;27/11/2015;spotify:track:2YWjW3wwQIBLNhxWKBQd16;0.00346;0.723;0.809;0.0625;0.00123;0.565;0.274;-3.081;98.007;4;7;0;spotify:track:2YWjW3wwQIBLNhxWKBQd16;2YWjW3wwQIBLNhxWKBQd16
21 Reasons (feat. Ella Henderson);Nathan Dawe;09/03/2024 11:33;155253;1RF02Cf80mTaeNXG2P2boR;76;155253;29/04/2022;spotify:track:1RF02Cf80mTaeNXG2P2boR;0.0165;0.621;0.785;0.11;5.92e-06;0.0512;0.779;-4.499;123.96;4;6;1;spotify:track:1RF02Cf80mTaeNXG2P2boR;1RF02Cf80mTaeNXG2P2boR
Desire (with Sam Smith);Calvin Harris;09/03/2024 11:30;179161;22dUzMFttcR3uU17NcOAIv;81;179161;28/07/2023;spotify:track:22dUzMFttcR3uU17NcOAIv;0.0311;0.587;0.924;0.0457;0.0171;0.23;0.509;-5.433;140.009;4;11;0;spotify:track:22dUzMFttcR3uU17NcOAIv;22dUzMFttcR3uU17NcOAIv
Lay Low;Tiësto;09/03/2024 11:27;153442;0zKbDrEXKpnExhGQRe9dxt;77;153442;06/01/2023;spotify:track:0zKbDrEXKpnExhGQRe9dxt;0.0645;0.555;0.884;0.213;8.18e-05;0.349;0.42;-4.424;121.906;4;1;0;spotify:track:0zKbDrEXKpnExhGQRe9dxt;0zKbDrEXKpnExhGQRe9dxt
Million Voices - Radio Edit;Otto Knows;09/03/2024 11:25;952;0MOiv7WTXCqvm89lVCf9C8;69;192866;01/01/2012;spotify:track:0MOiv7WTXCqvm89lVCf9C8;0.0022;0.582;0.894;0.041;0.0223;0.0664;0.0694;-6.298;125.946;4;8;1;spotify:track:0MOiv7WTXCqvm89lVCf9C8;0MOiv7WTXCqvm89lVCf9C8
Memories (feat. Kid Cudi);David Guetta;09/03/2024 11:24;1323;7fLzbEOBOae9lUnOwr7Tse;79;210093;22/11/2010;spotify:track:7fLzbEOBOae9lUnOwr7Tse;0.0015;0.561;0.87;0.343;2.82e-06;0.246;0.498;-6.103;129.98;4;8;1;spotify:track:7fLzbEOBOae9lUnOwr7Tse;7fLzbEOBOae9lUnOwr7Tse
On & On;Armin van Buuren;09/03/2024 11:24;53110;6wLqNGHQIja6xqT0cfrzBB;71;170578;30/03/2023;spotify:track:6wLqNGHQIja6xqT0cfrzBB;0.0221;0.681;0.933;0.104;0.00504;0.266;0.46;-2.855;128.036;4;0;1;spotify:track:6wLqNGHQIja6xqT0cfrzBB;6wLqNGHQIja6xqT0cfrzBB
Words (feat. Zara Larsson);Alesso;09/03/2024 11:17;142677;1bgKMxPQU7JIZEhNsM1vFs;78;142677;22/04/2022;spotify:track:1bgKMxPQU7JIZEhNsM1vFs;0.0245;0.739;0.586;0.0472;0.000252;0.308;0.444;-5.079;124.026;4;10;0;spotify:track:1bgKMxPQU7JIZEhNsM1vFs;1bgKMxPQU7JIZEhNsM1vFs
1973;James Blunt;07/03/2024 20:16;30104;1BV0m40U0M4t1SLIsDnwZl;70;280026;17/09/2007;spotify:track:1BV0m40U0M4t1SLIsDnwZl;0.0653;0.72;0.668;0.0269;0.00675;0.0789;0.769;-7.928;123.005;4;9;1;spotify:track:1BV0m40U0M4t1SLIsDnwZl;1BV0m40U0M4t1SLIsDnwZl
REACT;Switch Disco;07/03/2024 20:15;201113;1UPHCP5YeVfele4DMbdGyi;75;201145;13/01/2023;spotify:track:1UPHCP5YeVfele4DMbdGyi;0.0329;0.737;0.899;0.0556;0.0;0.186;0.358;-3.189;125.992;4;6;0;spotify:track:1UPHCP5YeVfele4DMbdGyi;1UPHCP5YeVfele4DMbdGyi
DESPECHÁ;ROSALÍA;07/03/2024 19:58;156699;53tfEupEzQRtVFOeZvk7xq;79;156787;09/09/2022;spotify:track:53tfEupEzQRtVFOeZvk7xq;0.146;0.914;0.622;0.0892;1.68e-05;0.0632;0.77;-6.538;130.04;4;7;1;spotify:track:53tfEupEzQRtVFOeZvk7xq;53tfEupEzQRtVFOeZvk7xq
Drops of Jupiter (Tell Me);Train;07/03/2024 19:56;259908;2hKdd3qO7cWr2Jo0Bcs0MA;82;259933;27/03/2001;spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA;0.153;0.481;0.638;0.0276;0.0;0.154;0.497;-5.862;79.064;4;0;1;spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA;2hKdd3qO7cWr2Jo0Bcs0MA
Houdini;Dua Lipa;07/03/2024 19:48;185809;4OMJGnvZfDvsePyCwRGO7X;90;185917;09/11/2023;spotify:track:4OMJGnvZfDvsePyCwRGO7X;0.0036;0.744;0.789;0.059;0.00144;0.0947;0.866;-4.876;116.985;4;9;0;spotify:track:4OMJGnvZfDvsePyCwRGO7X;4OMJGnvZfDvsePyCwRGO7X
One in a Million;Bebe Rexha;07/03/2024 19:45;160468;3YfGTvsTAWGC2lgoDOikUz;75;160529;04/08/2023;spotify:track:3YfGTvsTAWGC2lgoDOikUz;0.238;0.454;0.931;0.0321;0.000623;0.289;0.462;-4.083;137.945;4;11;1;spotify:track:3YfGTvsTAWGC2lgoDOikUz;3YfGTvsTAWGC2lgoDOikUz
Viva La Vida;Coldplay;07/03/2024 19:42;242353;3Fcfwhm8oRrBvBZ8KGhtea;73;242373;19/06/2008;spotify:track:3Fcfwhm8oRrBvBZ8KGhtea;0.0954;0.486;0.617;0.0287;3.23e-06;0.109;0.417;-7.115;138.015;4;5;0;spotify:track:3Fcfwhm8oRrBvBZ8KGhtea;3Fcfwhm8oRrBvBZ8KGhtea
Sugar;Maroon 5;07/03/2024 19:38;399361;2iuZJX9X9P0GKaE93xcPjk;81;235493;02/09/2014;spotify:track:2iuZJX9X9P0GKaE93xcPjk;0.0591;0.748;0.788;0.0334;0.0;0.0863;0.884;-7.055;120.076;4;1;1;spotify:track:2iuZJX9X9P0GKaE93xcPjk;2iuZJX9X9P0GKaE93xcPjk
I Got U;Duke Dumont;07/03/2024 19:30;401501;023H4I7HJnxRqsc9cqeFKV;70;285596;01/01/2014;spotify:track:023H4I7HJnxRqsc9cqeFKV;0.00377;0.636;0.761;0.035;0.00784;0.0851;0.463;-7.752;120.837;4;9;0;spotify:track:023H4I7HJnxRqsc9cqeFKV;023H4I7HJnxRqsc9cqeFKV
If I Lose Myself - Alesso vs OneRepublic;OneRepublic;07/03/2024 16:33;35464;3ScJy88F8KqGDfWu8XJhHx;70;215186;01/01/2014;spotify:track:3ScJy88F8KqGDfWu8XJhHx;0.258;0.519;0.754;0.0402;3.75e-06;0.139;0.16;-5.689;125.975;4;2;1;spotify:track:3ScJy88F8KqGDfWu8XJhHx;3ScJy88F8KqGDfWu8XJhHx
Push Up - Main Edit;Creeds;07/03/2024 16:33;139300;3AjSfp5FDvwtMU9XBsbS8j;83;139300;31/03/2023;spotify:track:3AjSfp5FDvwtMU9XBsbS8j;0.209;0.767;0.83;0.206;0.836;0.0582;0.187;-8.78;75.023;4;7;1;spotify:track:3AjSfp5FDvwtMU9XBsbS8j;3AjSfp5FDvwtMU9XBsbS8j
Phone;MEDUZA;07/03/2024 16:30;1578;4Y3xYddcLDgr2qm0xVdGgW;69;155076;13/10/2023;spotify:track:4Y3xYddcLDgr2qm0xVdGgW;0.06;0.651;0.604;0.0602;0.0;0.302;0.408;-7.896;130.029;4;3;0;spotify:track:4Y3xYddcLDgr2qm0xVdGgW;4Y3xYddcLDgr2qm0xVdGgW
One By One;Gabry Ponte;07/03/2024 16:29;1776;766h5Uf88AzjgUsmb8wWe8;56;145920;26/05/2023;spotify:track:766h5Uf88AzjgUsmb8wWe8;0.0567;0.851;0.958;0.0564;0.000891;0.0479;0.559;-5.286;125.028;4;7;1;spotify:track:766h5Uf88AzjgUsmb8wWe8;766h5Uf88AzjgUsmb8wWe8
Give It To Me - Full Vocal Mix;Matt Sassari;07/03/2024 16:28;102860;5ZduaRci3iNUiDfJbBfAaf;84;102860;22/10/2021;spotify:track:5ZduaRci3iNUiDfJbBfAaf;0.00116;0.874;0.869;0.0315;0.00238;0.164;0.726;-5.996;126.027;4;1;0;spotify:track:5ZduaRci3iNUiDfJbBfAaf;5ZduaRci3iNUiDfJbBfAaf
How Deep Is Your Love;Calvin Harris;07/03/2024 16:26;212640;22mek4IiqubGD9ctzxc69s;83;212640;17/07/2015;spotify:track:22mek4IiqubGD9ctzxc69s;0.0392;0.738;0.868;0.0731;0.00169;0.388;0.336;-4.373;122.003;4;11;0;spotify:track:22mek4IiqubGD9ctzxc69s;22mek4IiqubGD9ctzxc69s
Boyz In Paris (with VINAI);Marnik;07/03/2024 16:23;151589;17NHXI2CJp7KgdcwcDnRx4;80;151589;28/07/2023;spotify:track:17NHXI2CJp7KgdcwcDnRx4;0.0398;0.628;0.967;0.0485;4.67e-05;0.274;0.399;-4.068;149.036;4;1;1;spotify:track:17NHXI2CJp7KgdcwcDnRx4;17NHXI2CJp7KgdcwcDnRx4
The Nights;Avicii;07/03/2024 16:20;176658;0ct6r3EGTcMLPtrXHDvVjc;85;176658;01/01/2014;spotify:track:0ct6r3EGTcMLPtrXHDvVjc;0.0166;0.527;0.835;0.0433;0.0;0.249;0.654;-5.298;125.983;4;6;1;spotify:track:0ct6r3EGTcMLPtrXHDvVjc;0ct6r3EGTcMLPtrXHDvVjc
Million Voices - Radio Edit;Otto Knows;07/03/2024 16:17;192866;0MOiv7WTXCqvm89lVCf9C8;69;192866;01/01/2012;spotify:track:0MOiv7WTXCqvm89lVCf9C8;0.0022;0.582;0.894;0.041;0.0223;0.0664;0.0694;-6.298;125.946;4;8;1;spotify:track:0MOiv7WTXCqvm89lVCf9C8;0MOiv7WTXCqvm89lVCf9C8
I Got U;Duke Dumont;07/03/2024 16:11;285596;023H4I7HJnxRqsc9cqeFKV;70;285596;01/01/2014;spotify:track:023H4I7HJnxRqsc9cqeFKV;0.00377;0.636;0.761;0.035;0.00784;0.0851;0.463;-7.752;120.837;4;9;0;spotify:track:023H4I7HJnxRqsc9cqeFKV;023H4I7HJnxRqsc9cqeFKV
Desire (with Sam Smith);Calvin Harris;07/03/2024 16:07;179161;22dUzMFttcR3uU17NcOAIv;81;179161;28/07/2023;spotify:track:22dUzMFttcR3uU17NcOAIv;0.0311;0.587;0.924;0.0457;0.0171;0.23;0.509;-5.433;140.009;4;11;0;spotify:track:22dUzMFttcR3uU17NcOAIv;22dUzMFttcR3uU17NcOAIv
Crying On The Dancefloor;Sam Feldt;07/03/2024 16:04;173008;09rAJ1Q1NNJSaUKEW3X9P6;76;173008;17/03/2023;spotify:track:09rAJ1Q1NNJSaUKEW3X9P6;0.116;0.627;0.796;0.08;0.0;0.109;0.33;-5.192;125.99;4;10;1;spotify:track:09rAJ1Q1NNJSaUKEW3X9P6;09rAJ1Q1NNJSaUKEW3X9P6
Lay Low;Tiësto;07/03/2024 16:01;153442;0zKbDrEXKpnExhGQRe9dxt;77;153442;06/01/2023;spotify:track:0zKbDrEXKpnExhGQRe9dxt;0.0645;0.555;0.884;0.213;8.18e-05;0.349;0.42;-4.424;121.906;4;1;0;spotify:track:0zKbDrEXKpnExhGQRe9dxt;0zKbDrEXKpnExhGQRe9dxt
Your Love (9PM);ATB;07/03/2024 15:58;150052;5YaskwnGDZFDRipaqzbwQx;77;150052;15/01/2021;spotify:track:5YaskwnGDZFDRipaqzbwQx;0.194;0.669;0.784;0.112;6.28e-06;0.115;0.517;-5.603;125.993;4;7;1;spotify:track:5YaskwnGDZFDRipaqzbwQx;5YaskwnGDZFDRipaqzbwQx
I'm Good (Blue);David Guetta;07/03/2024 15:56;175238;1LLmT2hZ415NaAz1cmZCBM;44;163000;29/09/2022;spotify:track:1LLmT2hZ415NaAz1cmZCBM;0.0545;0.642;0.927;0.03;0.000739;0.254;0.407;-4.207;128.074;4;7;0;spotify:track:1LLmT2hZ415NaAz1cmZCBM;1LLmT2hZ415NaAz1cmZCBM
Without You (feat. Sandro Cavazza);Avicii;07/03/2024 15:53;181672;6Pgkp4qUoTmJIPn7ReaGxL;79;181672;10/08/2017;spotify:track:6Pgkp4qUoTmJIPn7ReaGxL;0.00163;0.662;0.858;0.0428;0.0;0.0456;0.295;-4.844;133.993;4;2;1;spotify:track:6Pgkp4qUoTmJIPn7ReaGxL;6Pgkp4qUoTmJIPn7ReaGxL
Feel So Close - Radio Edit;Calvin Harris;07/03/2024 15:50;206413;1gihuPhrLraKYrJMAEONyc;84;206413;29/10/2012;spotify:track:1gihuPhrLraKYrJMAEONyc;0.000972;0.707;0.924;0.031;0.00703;0.204;0.919;-2.842;127.937;4;7;1;spotify:track:1gihuPhrLraKYrJMAEONyc;1gihuPhrLraKYrJMAEONyc
Overdrive (feat. Norma Jean Martine);Ofenbach;07/03/2024 15:46;155905;3bK1zVFBKIzYjmptmI4NsJ;87;155905;06/10/2023;spotify:track:3bK1zVFBKIzYjmptmI4NsJ;0.00257;0.611;0.757;0.03;0.0;0.058;0.279;-3.546;126.963;4;6;1;spotify:track:3bK1zVFBKIzYjmptmI4NsJ;3bK1zVFBKIzYjmptmI4NsJ
Something Just Like This;The Chainsmokers;07/03/2024 09:39;247160;6RUKPb4LETWmmr3iAEQktW;87;247160;07/04/2017;spotify:track:6RUKPb4LETWmmr3iAEQktW;0.0498;0.617;0.635;0.0317;1.44e-05;0.164;0.446;-6.769;103.019;4;11;0;spotify:track:6RUKPb4LETWmmr3iAEQktW;6RUKPb4LETWmmr3iAEQktW
Umbrella;Rihanna;07/03/2024 09:35;275986;49FYlytm3dAAraYgpoJZux;83;275986;02/06/2008;spotify:track:49FYlytm3dAAraYgpoJZux;0.00906;0.585;0.828;0.124;0.0;0.0426;0.584;-4.603;174.034;4;1;1;spotify:track:49FYlytm3dAAraYgpoJZux;49FYlytm3dAAraYgpoJZux
Break Your Heart;Taio Cruz;07/03/2024 09:30;185146;7mDCg8XTEyDNPzC5Jdt7mu;69;185146;01/01/2010;spotify:track:7mDCg8XTEyDNPzC5Jdt7mu;0.00157;0.67;0.896;0.0283;0.0;0.188;0.651;-4.673;122.044;4;8;1;spotify:track:7mDCg8XTEyDNPzC5Jdt7mu;7mDCg8XTEyDNPzC5Jdt7mu
Just Give Me a Reason (feat. Nate Ruess);P!nk;07/03/2024 09:27;242733;1mKXFLRA179hdOWQBwUk9e;84;242733;18/09/2012;spotify:track:1mKXFLRA179hdOWQBwUk9e;0.344;0.778;0.547;0.0489;0.000306;0.132;0.442;-7.273;95.0;4;2;1;spotify:track:1mKXFLRA179hdOWQBwUk9e;1mKXFLRA179hdOWQBwUk9e
